group,serum,virus,titer,titer_bound,titer_sem,n_replicates,titer_as
PooledSera,SCH_PennPostVax_pool,A/Abu_Dhabi/6753/2023,388.4,interpolated,24.19,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/Bangkok/P3599/2023,425.8,interpolated,1.827,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/Bangkok/P3755/2023,354.9,interpolated,26.4,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/Bhutan/0006/2023,434.7,interpolated,37.72,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/Bhutan/0845/2023,366.8,interpolated,29.57,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/Bhutan/FLU-BTG-00988/2022,319.3,interpolated,24.84,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/Brisbane/429/2023,350.8,interpolated,14.77,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/Busan/1301/2023,481.8,interpolated,43.55,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/California/81/2023,441.6,interpolated,15.34,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/Cambodia/e0826360/2020,355.1,interpolated,101.3,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/Cambodia/e0826360/2020_egg,2471,interpolated,258,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/Catalonia/2041146NS/2023,327.6,interpolated,1.944,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/Catalonia/NSVH102124476/2023,316,interpolated,29.48,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/Chipata/15-NIC-001/2023,420.1,interpolated,11.63,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/Darwin/6/2021,323.2,interpolated,33.82,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/Darwin/9/2021,4955,interpolated,118.8,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/EHIME/50/2023,432.7,interpolated,44.41,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/Finland/391/2023,414.2,interpolated,24.13,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/Finland/399/2023,337.6,interpolated,49.24,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/Georgia/40/2023,362.2,interpolated,39.93,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/Guangdong-Futian/1980/2023,556.7,interpolated,27.23,3,midpoint
PooledSera,SCH_PennPostVax_pool,A/Hong_Kong/2671/2019,4725,interpolated,921.7,3,midpoint
